Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality,Latitude,Longitude
23.3,50.4,6.4,13.1,26.7,3.8,1.13,12.3,237,21,1,1,,19.89833277018998,76.66648204601226
23.8,48.8,19.9,25.8,26.2,5.6,0.83,10.4,403,29,4,12,,24.51524981771425,82.20225081272397
27.8,79.0,72.5,89.7,30.3,6.2,1.81,5.2,432,22,3,8,,22.802807934324747,74.84998227485124
47.0,95.9,4.5,19.7,40.4,8.7,2.69,3.2,739,36,3,9,,20.939459526620627,77.8661395415318
34.4,95.1,5.1,17.4,20.9,10.0,2.06,3.7,689,44,2,9,,22.743999920899736,77.6786505021867
23.6,49.1,17.4,24.3,25.4,2.0,0.91,12.3,433,24,4,0,,22.10603591618548,81.59973731226029
31.5,105.1,4.6,9.8,32.5,21.3,1.9,6.2,786,32,3,6,,17.368821704171665,79.1007328083968
26.8,54.4,2.0,8.9,22.9,1.5,0.96,19.2,588,34,2,10,,21.779783869853492,76.20692601551639
41.2,86.9,26.7,40.8,39.5,-0.2,1.62,5.6,783,34,3,4,,25.021099901643694,82.04615968475454
25.9,68.0,6.0,9.8,26.5,7.9,1.15,10.8,575,30,2,11,,15.865556974564893,74.05331470556278
38.1,84.3,5.4,4.6,35.0,28.2,2.68,5.1,455,37,1,3,,22.331297003384535,80.39873790358942
31.7,88.3,13.1,26.0,33.2,18.5,2.09,4.5,722,34,2,6,,25.154844253975572,78.05345763280481
43.5,91.7,43.6,71.4,30.7,18.7,2.92,4.7,873,17,4,7,,22.843966926291415,82.13330262451593
30.5,87.9,28.4,38.1,29.2,15.2,1.76,5.0,496,38,3,9,,19.147621231233494,74.4264496726321
21.8,55.6,11.2,20.6,13.5,6.4,1.05,10.8,577,38,5,4,,24.633313739122748,80.80916841931975
24.1,45.5,31.0,35.5,18.3,4.0,0.91,10.4,396,22,2,10,,22.14286800442799,74.08984855355861
28.4,83.9,28.4,32.2,33.5,9.0,1.74,6.0,425,30,0,7,,17.74591515711023,78.05986077939244
26.6,42.9,6.1,9.5,25.0,4.6,1.02,10.7,221,36,1,0,,18.09951608426884,77.68755694977891
19.2,73.8,4.1,7.2,14.3,4.0,1.1,10.7,448,27,1,13,,18.92488288938575,78.52626670765578
42.9,58.5,35.8,48.5,33.7,23.2,2.0,5.7,455,40,0,2,,23.56603643216956,74.92141522588561
26.0,64.6,1.1,9.2,14.1,5.2,0.72,10.1,246,53,0,13,,23.597226999287415,75.88039056533245
24.0,67.8,1.3,7.0,15.6,3.0,0.98,12.1,415,22,4,5,,17.379075919880037,80.24097346971533
40.0,70.3,47.8,56.7,32.4,25.1,1.71,5.5,348,16,2,4,,16.17861263786721,77.04810537101554
23.4,50.1,17.0,23.4,28.5,10.6,0.89,10.2,200,33,4,7,,17.970708343702032,83.30224880660313
22.6,46.8,20.5,22.9,28.3,8.7,1.03,10.9,518,37,1,3,,22.322686749302413,77.32693916782064
37.6,94.5,17.5,42.8,37.0,19.1,2.13,3.0,602,27,1,0,,20.458997932782278,82.08252363482032
35.3,66.8,25.8,35.6,43.0,14.6,1.96,4.8,666,44,1,5,,22.219554882062127,79.99392514135896
32.8,82.7,4.4,11.3,27.7,11.4,1.58,5.2,322,16,6,7,,22.756755609043346,75.03518308416334
34.7,69.9,29.7,43.7,29.5,11.6,1.6,6.9,398,36,2,12,,17.809599387273437,82.61361732951985
31.1,59.7,29.0,47.1,24.9,10.2,2.17,4.4,822,23,2,1,,20.703334618196408,75.08785145187557
39.4,71.0,0.6,10.8,24.7,16.2,1.25,5.0,441,47,3,8,,20.490120150750528,76.11262575735213
41.2,78.8,30.7,32.2,42.1,19.0,2.53,5.0,635,49,6,5,,19.036198733070943,74.19032025808728
35.0,72.3,38.4,47.6,28.4,5.5,1.24,7.6,640,22,4,6,,23.38454902033425,77.61957848758347
26.9,72.7,7.5,24.3,23.9,15.1,1.67,5.2,454,24,2,9,,24.203188763112202,83.83089073037712
21.8,78.4,17.0,20.6,21.2,3.3,0.92,10.2,203,38,1,3,,20.91363139714905,76.12248560291793
34.6,81.4,21.9,32.1,29.6,1.9,1.19,6.9,512,26,2,6,,25.203507940395156,82.24541187820293
21.1,80.4,3.7,9.6,17.6,4.5,1.0,11.3,333,29,2,10,,19.07680999466248,79.8667672568921
23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314,30,1,10,,24.794503030405597,83.24167329277623
23.8,73.7,14.0,16.6,14.5,2.3,1.17,10.2,606,10,0,1,,23.638207383690045,77.59458307090122
35.1,80.8,47.6,59.2,27.1,12.9,1.49,6.4,611,29,0,3,,23.05832246746399,82.9413681826688
39.8,88.8,39.5,50.1,18.8,6.9,1.38,6.0,418,23,1,5,,22.696248031781423,77.93420810348015
22.1,58.9,4.9,11.3,21.9,4.2,1.03,10.3,324,25,2,9,,23.980430624395176,74.40037823573257
21.9,65.2,0.5,2.0,15.4,4.4,0.81,12.7,216,44,4,4,,19.849816966102125,77.6360861107146
27.1,66.8,11.1,15.6,16.1,5.7,0.98,11.1,346,17,0,6,,23.000492353606678,77.91913268674627
30.9,90.8,15.0,29.6,29.0,8.3,1.38,10.3,640,38,4,11,,19.137739069399338,81.94184496794168
25.7,50.4,2.5,14.9,33.6,10.5,1.44,7.7,600,27,5,4,,16.920599134531777,74.6897030723102
23.6,54.1,41.9,48.4,23.5,5.3,1.02,11.2,398,27,2,11,,17.481107763166506,79.36018705791597
41.4,86.0,25.7,35.8,39.6,4.8,1.99,6.1,449,37,1,0,,20.677663949603364,77.78927510235972
18.9,44.5,0.2,2.7,14.5,1.5,0.92,11.5,590,33,2,4,,25.20751477577417,79.1687244650092
31.2,62.3,29.1,39.3,22.0,10.1,1.51,5.2,571,35,1,0,,23.486060382235955,78.1526663043969
22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256,39,1,6,,17.172148152287903,83.41143475855303
40.6,76.8,39.2,60.7,33.0,18.6,1.85,3.4,686,26,2,9,,21.30148710172341,81.98118893191173
43.7,84.2,14.9,21.4,34.1,23.9,2.01,4.5,615,23,0,5,,24.38206437812815,77.40683869709912
30.2,96.8,47.1,76.3,34.5,18.7,2.86,5.8,582,19,0,4,,17.588950741228235,82.34147256250765
26.3,63.5,5.1,10.9,14.6,6.4,1.13,15.9,593,21,3,0,,16.682628714717957,74.09870267569588
22.9,67.6,4.0,9.7,24.3,5.6,0.9,13.6,422,59,2,12,,23.157648579615817,77.60054859990245
29.0,46.0,20.3,26.8,18.9,5.7,0.72,10.6,505,42,2,5,,20.788144701316337,79.44538999544436
37.5,92.0,29.0,38.5,33.0,25.2,1.86,8.1,339,16,0,4,,19.18084092147449,80.82652906040128
27.9,45.8,1.7,4.8,16.1,2.4,0.95,11.8,486,16,1,12,,25.179285598025068,83.0847145108946
24.0,39.1,5.1,14.0,14.8,2.0,1.02,10.1,242,34,0,4,,25.231136597540125,77.17787788702867
40.5,100.2,65.0,81.4,39.1,17.1,1.6,5.9,553,35,1,2,,19.223846258458895,78.43010661336926
26.3,64.3,73.4,81.3,11.9,3.4,0.87,10.2,390,35,0,3,,19.19048094033576,83.14724686123898
23.5,75.8,3.8,7.7,21.1,6.9,0.82,16.9,258,27,2,2,,19.103418207615917,79.79947252016184
43.9,80.9,4.6,15.6,37.6,21.9,2.05,5.4,387,28,3,1,,24.759097731432803,75.43977070005937
33.3,73.0,7.0,23.0,24.2,6.6,1.83,9.1,734,33,2,3,,24.74483908939135,80.31620238855997
22.9,51.6,3.3,7.0,12.3,5.8,0.88,12.0,349,30,5,15,,25.497691344074433,83.8521950656677
34.2,61.2,8.9,19.0,24.6,12.6,1.41,5.1,553,7,4,1,,24.028036302129564,81.74283483612517
52.4,102.6,204.0,221.6,44.4,12.9,3.16,3.9,588,27,2,0,,16.479138004564433,75.67829013317602
29.1,93.2,8.0,19.3,35.6,25.8,1.72,4.2,473,21,1,7,,22.712609421611646,73.93246470026337
25.0,69.5,4.2,9.0,28.8,5.6,1.19,10.1,232,31,2,5,,23.609512762451214,76.22938198906003
35.1,95.2,39.8,74.7,43.3,30.7,2.55,5.2,610,59,1,8,,18.691688006294303,83.37417459404949
31.6,82.6,34.2,38.6,20.8,7.6,1.83,10.4,477,33,2,3,,16.529279672740685,81.63697835457228
29.9,48.1,36.2,41.4,24.8,3.3,0.91,10.9,554,26,3,2,,20.67707400815656,79.87511495508907
26.0,69.7,13.1,17.6,18.0,2.6,1.03,11.5,245,39,2,12,,21.83885298725482,75.71497172706974
41.6,91.4,13.0,27.3,44.6,8.7,3.35,5.2,844,34,0,0,,21.08437789509432,79.74682462627287
36.0,87.5,1.1,21.3,43.5,1.8,2.63,4.0,514,34,3,7,,16.864524276185517,74.61955814470116
21.8,47.6,24.3,32.4,21.5,7.5,0.96,10.8,428,36,7,8,,23.814445825236213,74.75059849990407
29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508,50,2,9,,24.55552917158732,82.9363144399909
40.5,87.4,46.9,66.7,39.0,9.2,1.83,3.3,680,18,2,4,,21.976774435968657,82.37526838096952
37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465,34,2,1,,17.46450670676651,83.10797712133616
25.8,58.8,0.3,10.3,25.0,9.9,1.62,9.9,622,20,2,11,,18.018407624335257,77.22880750221528
26.3,86.9,4.5,22.1,37.1,11.0,2.22,5.1,556,35,2,4,,22.707655602028336,77.40560492984483
50.7,104.9,2.4,9.5,41.7,21.5,2.34,4.3,861,20,1,12,,17.55319797235942,74.69491188355951
22.4,42.1,1.2,9.4,25.6,8.5,0.84,11.9,485,25,1,7,,22.67102864884714,81.16421725565202
28.8,54.3,17.3,23.2,21.2,6.8,1.1,13.0,213,27,3,4,,21.10386057608492,76.15917288240115
33.9,76.5,3.5,8.3,21.9,10.8,1.4,5.1,345,39,3,7,,23.72337065560911,82.24122287480073
21.6,76.5,17.5,21.6,22.2,10.5,1.03,11.3,461,39,2,10,,17.764007698467783,79.1644879268646
28.4,82.6,2.0,14.6,27.4,3.7,1.37,5.9,339,17,2,6,,24.036397978323727,78.7125522532441
26.6,44.8,1.8,8.3,23.1,3.6,1.09,15.9,398,30,2,3,,16.72789749650052,80.9034588040856
26.8,60.7,28.9,33.8,26.2,3.6,0.93,11.9,411,22,0,0,,22.34293222557208,74.59737171644744
41.2,93.0,24.2,44.3,33.9,12.6,2.09,5.3,732,17,3,4,,16.594604749408134,78.98174794041242
31.2,64.1,28.1,36.6,22.8,13.4,1.64,6.9,634,27,2,9,,17.55348040253476,78.52880403280636
25.7,58.7,15.9,19.2,21.9,6.3,1.03,10.3,301,26,2,1,,19.40013992822081,82.6661928081065
29.0,80.6,0.4,23.9,30.8,9.5,2.69,3.4,656,54,1,8,,15.513911353210968,80.96738282725886
30.2,72.3,3.4,14.2,28.2,8.5,1.84,6.9,422,34,3,6,,17.59379475058931,79.8041490217198
39.7,59.7,51.4,60.1,23.1,16.7,1.94,3.9,484,16,5,8,,23.66179248334946,81.85994107078834
27.9,59.2,35.9,44.9,26.1,16.4,1.31,8.3,650,24,0,0,,21.173074378273633,76.75715692206697
28.4,57.0,5.6,11.4,23.9,4.4,0.96,11.3,370,40,0,0,,25.20029598514006,75.41989838046914
27.3,81.7,0.4,4.0,26.1,3.9,1.07,11.3,520,50,1,4,,24.75512583903835,74.18264281472506
35.0,80.4,6.7,30.2,48.4,14.5,1.96,5.2,747,14,2,13,,23.22897947610676,74.15210095313405
23.0,45.5,11.1,17.6,26.9,3.5,1.17,14.5,410,11,2,2,,18.09808088909898,74.59049112639833
27.3,77.9,20.9,33.3,32.8,9.9,1.3,7.5,580,48,1,5,,15.921588616178639,82.13713161500995
27.0,78.6,1.8,6.3,19.4,5.1,1.0,13.0,202,33,5,14,,18.86691016143247,78.63784633260059
36.3,99.2,13.1,34.1,34.7,21.0,2.26,4.5,742,21,0,7,,22.036489593145834,83.39194668187268
36.6,83.6,7.4,19.4,18.4,14.7,1.48,9.1,707,35,1,9,,16.81129155894609,75.87238741346374
36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617,3,2,3,,21.52313371454464,83.3483590804606
29.2,58.3,18.1,21.8,16.9,5.3,0.98,16.0,219,30,2,10,,16.62615588267682,82.96004433153244
28.5,62.2,84.5,102.4,24.8,0.8,1.41,5.1,287,33,3,11,,16.362489750548136,78.25009805969214
26.1,49.9,0.0,5.9,18.7,9.7,0.82,10.4,556,39,0,8,,17.75411706026309,78.97760955153618
24.4,71.5,12.0,19.0,20.3,3.0,0.91,13.0,473,19,2,5,,19.774324951530673,83.74110069651674
27.1,69.3,2.0,7.7,16.0,5.0,1.07,11.1,501,30,0,8,,18.59934254489665,74.04114962515123
22.5,68.2,2.7,11.3,20.6,6.1,0.95,10.8,530,20,1,0,,25.456537537845126,76.01449754180294
20.9,42.4,19.6,24.7,18.2,7.0,0.83,11.9,316,32,4,10,,18.907151965122218,76.48722588614153
31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,21,6,2,,21.752773467136144,74.92612721042222
35.5,91.0,13.1,17.2,20.7,15.1,1.99,5.4,597,25,0,4,,24.10725821793802,75.96231905249046
27.8,72.7,9.9,16.5,16.8,7.2,1.13,11.6,589,20,3,11,,15.615418985197046,79.62832470726642
34.4,71.7,44.0,54.6,30.6,25.9,2.41,3.4,595,36,0,10,,24.66514715732061,81.7433642235744
25.7,58.1,7.8,11.9,21.4,3.4,1.06,21.5,589,38,0,0,,20.0164832821081,76.91554501327677
29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622,27,1,2,,23.791718044394372,79.14734038347144
30.3,78.9,5.2,8.6,12.5,6.6,0.78,11.0,403,30,4,8,,21.322623909025104,75.98346300563287
22.0,44.1,7.5,11.5,20.0,6.4,1.03,13.3,458,15,3,0,,24.775071492220174,77.98168794110535
27.4,51.0,7.0,16.8,26.9,4.6,1.55,11.6,436,27,0,11,,22.263405953109416,78.97694940016989
34.9,76.9,7.5,25.2,31.4,14.4,1.43,5.0,342,29,0,6,,18.058205615189035,75.5044124207923
26.3,58.2,10.2,24.6,23.1,9.0,1.5,6.0,345,56,0,11,,24.657371277573144,80.85374492115335
35.2,72.0,3.6,11.4,29.4,10.2,1.39,6.5,737,18,2,3,,24.10767315203914,74.80825863817682
57.2,80.2,47.4,56.9,43.2,24.8,2.26,3.0,876,44,4,3,,22.764323733368716,79.4672032821301
24.4,76.8,10.1,21.3,29.1,18.0,2.17,6.8,464,39,2,10,,16.157644872611968,83.75601060253672
29.0,57.3,6.1,9.2,17.7,4.7,0.89,10.2,600,32,3,4,,21.004811520645834,76.39003592512753
34.7,68.8,35.1,59.4,22.7,10.3,2.33,2.6,816,47,0,1,,17.952733020513502,80.01640166367866
22.7,64.4,14.2,22.5,21.5,8.1,1.06,12.2,389,33,3,8,,18.093948829181112,74.53386946905515
31.4,69.8,20.4,32.0,16.3,9.7,1.49,8.0,643,33,5,0,,18.95685506598044,83.72209157432346
38.8,65.2,3.4,14.3,33.0,15.2,1.76,3.9,526,29,2,11,,22.687797455990573,77.5101587090069
29.5,60.8,9.6,25.0,28.5,5.9,1.58,12.1,386,42,4,6,,18.38328530815081,78.81233618762023
38.2,63.2,37.1,49.7,32.6,26.1,2.27,7.2,590,40,2,2,,15.623955616364652,74.79981200080886
41.4,74.5,12.0,37.6,46.8,13.8,3.61,4.3,632,23,3,10,,17.85166269760728,82.33594479741457
24.0,68.8,0.8,8.6,20.9,2.4,1.16,10.5,235,16,1,10,,16.70561273944968,82.39628569771858
49.5,99.9,0.8,26.1,28.8,17.1,1.8,4.8,755,27,1,6,,19.64916413168207,77.62680211460625
25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380,21,1,15,,23.325227623770104,77.91844539525577
22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565,29,5,15,,23.784038519605986,81.87640452654848
34.8,87.9,90.5,108.9,45.4,21.4,2.11,3.4,521,42,2,7,,23.08927173362115,79.32865399465652
29.1,63.6,12.3,21.1,32.0,5.1,1.53,7.4,542,25,3,10,,16.961667736810426,77.01606397042393
39.2,57.5,122.3,134.5,41.2,10.1,2.4,3.9,730,29,0,11,,19.023887064221597,75.04799093742362
31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373,30,1,1,,21.802724003812493,80.34023205372029
34.0,60.0,28.4,38.5,26.8,14.4,2.1,3.7,391,38,3,7,,18.26846456625854,74.58115702645254
19.5,79.5,60.5,85.9,44.0,21.9,2.68,7.5,689,7,2,3,,23.02189927101871,74.60108672893845
35.9,66.6,27.1,49.5,36.3,15.9,1.91,5.3,426,23,1,2,,17.009571606772816,76.41437026539691
17.4,45.8,26.6,33.0,22.0,7.3,0.97,10.8,451,32,1,6,,22.47104780012387,77.87385436310169
34.5,80.8,10.6,18.6,32.1,18.4,2.37,6.4,763,42,1,6,,18.57680047250978,74.65336453921691
24.7,56.3,2.0,5.5,13.9,4.1,0.89,12.2,510,25,1,0,,21.984919933402978,80.26743919860293
26.2,79.4,9.7,14.5,26.9,7.5,1.02,10.3,322,11,1,7,,23.294514314110828,80.6612075114
20.8,62.7,19.4,25.8,19.5,5.8,1.11,10.4,458,36,2,4,,21.842326921430978,77.7689417687071
20.9,74.5,1.0,8.1,10.5,1.5,0.9,10.5,278,23,2,11,,22.920412218922085,79.67431095569249
28.4,63.8,2.8,9.7,17.6,6.2,0.91,16.5,578,18,0,10,,20.337123143175216,77.17533675482821
39.3,59.7,78.3,94.6,42.2,17.3,2.19,3.5,582,23,1,2,,22.04817857679705,80.17305886034073
35.5,90.9,36.7,48.4,35.8,17.5,2.23,11.8,519,28,1,11,,15.908015240577852,78.83610378715677
20.5,52.8,7.7,12.0,14.0,7.8,1.1,10.6,320,23,4,8,,21.067951448129104,75.83818752539196
22.1,56.2,6.8,12.7,25.4,4.0,0.93,12.5,389,7,1,5,,18.14672468350685,82.7428760204576
21.2,40.0,2.3,6.1,15.1,6.4,1.04,15.8,481,38,1,3,,22.899049000741933,78.43831196964665
26.1,43.6,2.8,11.0,15.4,8.7,1.08,11.2,574,42,0,1,,22.53007791420816,74.72506434501334
30.4,103.6,17.5,40.4,24.1,-6.2,2.21,7.3,521,36,0,1,,20.477899544069704,78.00690187600314
25.5,83.5,11.1,26.3,30.5,14.6,2.27,3.7,698,18,1,0,,22.77207799370202,81.0938862840103
29.4,87.6,1.9,27.1,35.4,20.4,2.02,4.6,769,27,4,6,,18.863914808357325,74.84129169052459
22.0,72.9,20.9,25.6,13.4,6.3,1.02,10.9,544,29,1,0,,20.67017355464091,77.3119466105584
28.8,76.7,16.8,23.8,25.5,4.1,1.09,11.7,376,35,1,2,,17.64633223488814,77.94399857827696
26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419,36,1,8,,19.349475091236393,83.65406073161952
23.8,70.6,4.7,18.1,31.1,9.3,1.48,5.1,609,22,1,11,,23.46920075518065,76.7075777772288
44.0,84.1,39.5,73.0,38.9,12.9,2.48,4.0,530,30,1,1,,24.284972184326342,79.88992639416058
32.8,100.5,21.8,37.5,29.6,6.6,2.94,6.1,774,34,0,8,,18.002762753597437,75.02662089481724
24.2,47.1,27.7,31.7,19.4,4.5,0.94,10.6,493,44,1,4,,21.06091753334057,79.6517609535633
25.1,71.1,7.3,11.3,17.9,4.8,1.0,13.4,283,37,1,3,,20.828946610187426,82.51906661581408
27.3,73.7,13.8,28.4,27.5,16.4,1.4,7.3,293,37,3,6,,24.888828092803408,81.25282401437148
34.8,88.5,15.1,26.4,34.0,8.4,1.7,5.5,577,30,5,3,,24.428179355905097,75.32306812677125
34.4,77.4,43.8,68.2,45.2,9.8,3.31,2.8,737,44,7,5,,25.012957516442583,80.9811789781685
32.3,52.4,24.4,30.9,27.7,6.5,0.95,10.7,436,34,5,6,,19.957516930887667,83.47717475382747
21.9,48.7,3.6,7.0,25.1,1.1,0.99,11.2,247,21,0,10,,21.32945864290899,73.95633401047046
19.7,39.9,2.0,6.8,28.4,7.6,1.14,10.2,347,44,3,11,,23.414109145732755,82.56939871912836
25.9,70.2,16.7,27.6,26.2,8.6,2.03,6.4,442,36,4,3,,23.72081897732847,75.61086744553236
32.2,66.6,8.3,19.7,23.5,13.2,1.08,5.6,382,25,1,4,,20.31315582793171,75.06551730251827
34.7,72.0,9.7,33.5,33.9,13.2,2.3,4.4,475,25,1,9,,19.850776856548126,82.92394929284637
26.7,51.8,1.3,7.9,22.3,5.0,0.97,12.8,296,32,4,5,,17.112057359741264,78.714388420136
36.8,89.3,9.3,17.3,29.2,14.7,1.62,7.0,422,34,1,8,,24.468160188749838,83.11446779677948
26.2,70.8,6.5,12.7,19.0,2.6,1.01,12.2,263,31,0,9,,20.901583709040125,77.46277869546157
36.2,73.7,9.6,32.4,41.4,25.5,1.97,10.0,782,33,1,10,,20.515161890413143,82.08193274588461
28.1,47.9,2.7,6.7,26.0,8.3,1.03,11.1,228,46,2,6,,20.434651061572715,81.4148692929048
24.5,56.2,24.6,29.6,13.5,4.3,0.93,11.5,364,40,0,1,,16.532400813385802,74.90189269435241
25.6,46.5,0.6,8.1,27.8,3.9,1.1,14.2,534,31,3,5,,16.872319484550104,77.1116083140897
34.7,97.6,6.1,19.6,23.1,19.6,2.12,6.4,596,39,2,3,,24.027172129930413,77.11381935836353
30.5,57.3,8.7,14.8,26.1,4.1,0.87,10.2,521,19,5,9,,18.16604730255081,80.72458944242862
23.5,55.1,6.0,11.8,16.6,6.6,1.04,10.8,421,33,3,12,,21.60270768763155,79.9607734075595
32.3,83.0,10.2,15.1,27.0,12.7,1.45,5.0,454,48,3,12,,16.887266543518777,83.17541880473576
29.9,107.5,33.5,52.1,27.7,17.6,2.42,3.4,592,27,1,9,,20.797238734865385,80.56385953947466
28.0,56.8,5.2,8.9,26.6,8.6,1.04,10.8,593,21,2,2,,20.19503118731429,78.05275250801061
29.0,90.6,24.2,30.3,31.4,9.4,1.38,6.8,303,23,4,11,,21.222115031516495,76.85418897331465
39.0,90.6,55.4,67.5,23.6,16.3,2.13,3.8,467,19,2,7,,22.673581564685207,82.019302143837
35.1,85.7,19.7,26.3,24.1,9.9,1.45,8.2,483,22,1,2,,18.269518089430825,75.54813272547942
23.4,68.0,5.5,10.6,25.5,2.0,1.09,12.0,471,26,2,9,,24.803022362460425,75.96444420897278
34.7,77.0,10.7,26.5,19.8,21.3,2.12,5.2,633,15,5,5,,23.872131117130934,79.30886530748352
17.0,47.4,10.1,16.5,24.7,2.7,1.02,11.0,555,30,3,0,,22.222035158925422,78.20820319892985
35.0,56.0,23.4,27.1,32.7,11.5,1.62,5.8,452,39,1,2,,19.57371822110577,83.88727961536097
25.1,50.6,1.0,4.6,21.6,6.2,1.1,10.1,388,20,4,5,,17.51422508602044,76.84759096528738
28.4,66.1,5.6,9.5,18.9,3.6,0.97,11.8,560,45,0,5,,22.01969586685583,74.20843277110305
26.6,40.2,3.8,5.8,14.9,1.3,0.88,10.1,341,35,2,1,,20.257029175931883,82.72409169490776
25.4,78.6,4.1,6.7,21.3,9.1,1.4,10.1,543,40,2,9,,18.672748904139794,77.91054917698283
27.9,56.7,0.7,6.0,14.5,5.9,1.1,12.9,275,23,2,8,,21.02408762742892,74.2096736179881
34.9,86.4,9.2,28.0,36.9,9.0,2.08,7.1,728,38,5,0,,24.506477647223313,81.43532160736305
42.6,92.1,2.9,12.8,34.5,12.0,2.06,6.8,562,19,1,16,,25.38764959139404,81.66112748421658
40.6,90.4,67.5,85.6,30.3,16.1,2.32,3.9,485,38,1,1,,17.468422597529017,75.38508693561252
33.8,86.2,0.4,12.2,31.1,3.2,2.06,3.7,618,31,1,4,,24.19271065721892,82.61031298119497
25.7,70.3,0.7,5.4,14.0,10.0,0.91,11.1,374,35,1,7,,20.615379261745147,76.44108564070878
28.1,78.4,26.9,33.2,21.9,5.0,0.77,11.3,249,18,2,4,,24.029680094348947,82.40263730704861
24.2,41.9,2.4,6.5,17.9,6.8,0.88,10.1,500,21,3,11,,15.789651320495064,77.44951408924926
33.8,81.1,7.3,21.3,38.8,22.0,2.35,6.3,693,35,3,5,,23.710607122682134,77.78477756830254
23.7,73.3,4.7,19.0,23.0,8.4,1.4,5.5,668,20,2,2,,23.49353077376414,76.37454183948338
31.0,78.0,1.5,5.7,20.0,4.7,1.02,11.0,279,34,1,8,,16.939628178143117,82.6725310749554
19.4,62.0,13.7,20.1,15.0,5.5,1.11,13.6,475,16,1,0,,19.436594492499097,75.01562826802589
48.8,74.5,14.0,35.7,39.0,13.8,2.63,6.2,540,38,4,8,,20.568674116626443,83.54864301103657
27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426,17,2,11,,22.12898358870859,82.24712318167536
24.9,46.1,3.2,10.4,16.9,4.1,0.94,11.9,242,35,1,0,,23.050540191489944,76.06874353917883
42.5,100.6,38.5,52.1,41.3,32.1,2.45,3.0,592,36,1,4,,23.835767356377538,76.06617105798968
25.0,48.9,1.8,7.0,17.5,4.1,0.83,15.2,366,23,5,0,,21.458864057694587,81.39575808388913
24.0,70.5,1.1,4.1,19.1,7.1,1.03,10.3,584,35,1,6,,18.7726230474165,76.64954566582986
27.7,72.6,99.7,102.3,31.2,7.1,1.21,5.2,506,32,2,14,,17.933254176564752,80.4845511144374
26.1,48.2,15.7,16.5,17.1,5.3,0.94,11.1,344,24,4,6,,24.21375594605439,76.32524776218969
34.8,54.9,13.2,18.9,20.1,11.0,1.63,5.3,385,19,2,5,,21.54983907510074,78.57250075007417
35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571,10,2,0,,16.868553160753,77.90281092053054
25.5,68.2,20.4,23.5,13.9,3.2,0.96,10.3,486,33,1,1,,19.643909484516584,75.73985513095876
24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491,14,1,5,,16.480568909550954,78.66749971117963
40.9,78.5,1.7,21.6,39.6,25.9,2.8,3.4,641,30,1,6,,24.405097872156883,80.8772204931729
24.5,78.6,19.2,25.8,13.5,3.1,0.93,11.7,468,27,2,7,,23.163007750050753,83.58539563575376
29.3,73.7,1.5,1.9,13.1,3.5,1.07,10.6,455,36,2,9,,22.801843279784613,78.09487057583922
29.5,69.6,17.5,26.1,12.0,4.8,1.14,13.7,531,26,0,2,,24.87593378888144,74.0323589388763
32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605,26,3,6,,18.822996890347987,81.22840385205475
39.4,69.0,7.3,27.6,36.2,4.2,2.19,7.1,428,37,3,4,,24.625236251938887,78.99760531465978
25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509,33,1,2,,15.921222631058876,78.01805788645846
31.9,93.9,32.7,44.6,38.8,16.7,2.52,3.4,564,33,3,2,,16.924634414284398,75.22838800213162
28.6,45.2,6.2,11.4,24.0,3.6,0.93,12.5,212,34,4,8,,21.788766546784615,75.56830104707474
34.7,63.4,79.7,92.0,29.9,4.0,1.36,6.1,566,14,4,0,,19.56640353518395,77.76731444411836
33.5,79.9,6.8,17.6,33.0,18.3,1.78,6.3,545,37,2,0,,24.261627794937255,75.26271916857476
38.1,80.9,20.4,53.0,39.5,26.8,2.27,3.2,613,36,1,18,,22.536126724673068,77.31261113729407
28.4,77.5,39.0,55.4,24.2,7.4,2.06,8.0,707,19,0,3,,21.262180177900063,75.51127136092391
26.3,62.6,1.1,9.1,15.1,8.7,1.08,12.4,531,27,3,11,,23.76075443447496,81.98830419782874
24.4,77.2,12.4,17.7,17.8,6.2,0.94,14.7,330,29,2,5,,22.577201478729762,82.07616146990202
29.9,57.9,7.3,9.9,22.6,3.8,1.05,10.1,227,28,0,3,,24.056889274621565,81.25846273717352
23.2,61.9,0.9,6.1,26.6,3.9,0.99,11.9,449,33,5,8,,16.210366863712917,83.24190949448742
